noise_std,orsa_h_error,orsa_nfa
0.1,0.08527887854440616,-509.792121520012
0.5,0.4356431209220969,-405.5180438077658
1.0,0.8728250240434274,-360.74562090321183
2.0,1.6507127686960104,-316.184625136427
3.0,2.5209491071646952,-290.33127020969926
5.0,3.6950970648278973,-258.08080827281447
